locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLCOOICO_03143	CDS	411				hypothetical protein
DLCOOICO_03144	CDS	465	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
DLCOOICO_03145	CDS	321	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
DLCOOICO_03146	CDS	459	tonB		COG0810	Protein TonB
DLCOOICO_03147	CDS	342	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
DLCOOICO_03148	CDS	225	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
DLCOOICO_03149	CDS	417	ndh	1.6.99.3	COG1252	NADH dehydrogenase
DLCOOICO_03150	CDS	156				hypothetical protein
DLCOOICO_03151	CDS	210				hypothetical protein
DLCOOICO_03152	CDS	117				hypothetical protein
DLCOOICO_03153	CDS	342				hypothetical protein
DLCOOICO_03154	CDS	381	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
DLCOOICO_03155	CDS	108	yniD			putative protein YniD
DLCOOICO_03156	CDS	210				hypothetical protein
DLCOOICO_03157	CDS	279				hypothetical protein
DLCOOICO_03158	CDS	309				hypothetical protein
DLCOOICO_03159	CDS	345				hypothetical protein
DLCOOICO_03160	CDS	288				hypothetical protein
DLCOOICO_03161	CDS	399	dksA		COG1734	RNA polymerase-binding transcription factor DksA
DLCOOICO_03162	CDS	222				hypothetical protein
DLCOOICO_03163	CDS	297				hypothetical protein
DLCOOICO_03164	CDS	330				hypothetical protein
DLCOOICO_03165	CDS	492	fdnG	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
DLCOOICO_03166	CDS	204				hypothetical protein
DLCOOICO_03167	CDS	231				hypothetical protein
DLCOOICO_03168	CDS	441	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
DLCOOICO_03169	CDS	510				hypothetical protein
DLCOOICO_03170	CDS	348				hypothetical protein
DLCOOICO_03171	CDS	477	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
DLCOOICO_03172	CDS	513	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
DLCOOICO_03173	CDS	201	usg		COG0136	USG-1 protein
DLCOOICO_03174	CDS	411				hypothetical protein
DLCOOICO_03175	CDS	225				hypothetical protein
DLCOOICO_03176	CDS	174				hypothetical protein
DLCOOICO_03177	CDS	306	yehY		COG1174	Glycine betaine uptake system permease protein YehY
DLCOOICO_03178	CDS	468	betI			HTH-type transcriptional regulator BetI
DLCOOICO_03179	CDS	249	araC_3			Arabinose operon regulatory protein
DLCOOICO_03180	CDS	351				hypothetical protein
DLCOOICO_03181	CDS	261	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
DLCOOICO_03182	CDS	387				hypothetical protein
DLCOOICO_03183	CDS	465				hypothetical protein
DLCOOICO_03184	CDS	306	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
DLCOOICO_03185	CDS	231				hypothetical protein
DLCOOICO_03186	CDS	228	exuT_2			Hexuronate transporter
DLCOOICO_03187	CDS	228	dcd	3.5.4.13	COG0717	dCTP deaminase
DLCOOICO_03188	CDS	318				hypothetical protein
DLCOOICO_03189	CDS	255				hypothetical protein
DLCOOICO_03190	CDS	240	tig	5.2.1.8	COG0544	Trigger factor
DLCOOICO_03191	CDS	297				hypothetical protein
DLCOOICO_03192	CDS	543	mhbM	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
DLCOOICO_03193	CDS	429				hypothetical protein
DLCOOICO_03194	CDS	117				hypothetical protein
DLCOOICO_03195	CDS	498	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
DLCOOICO_03196	CDS	444	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
DLCOOICO_03197	CDS	507	hflD		COG2915	High frequency lysogenization protein HflD
DLCOOICO_03198	CDS	180				hypothetical protein
DLCOOICO_03199	CDS	99				hypothetical protein
DLCOOICO_03200	CDS	276				hypothetical protein
DLCOOICO_03201	CDS	135				hypothetical protein
DLCOOICO_03202	CDS	237				hypothetical protein
DLCOOICO_03203	CDS	540				hypothetical protein
DLCOOICO_03204	CDS	330	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
DLCOOICO_03205	CDS	450	yfeZ			Inner membrane protein YfeZ
DLCOOICO_03206	CDS	204				hypothetical protein
DLCOOICO_03207	CDS	264				hypothetical protein
DLCOOICO_03208	CDS	216	ybiU			putative protein YbiU
DLCOOICO_03209	CDS	309	purR_1			HTH-type transcriptional repressor PurR
DLCOOICO_03210	CDS	267	pduW	2.7.2.15	COG0282	putative propionate kinase
DLCOOICO_03211	CDS	504	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
DLCOOICO_03212	CDS	186	ybjJ			Inner membrane protein YbjJ
DLCOOICO_03213	CDS	456	lon_2	3.4.21.53	COG0466	Lon protease
DLCOOICO_03214	CDS	225	hutI	3.5.2.7	COG1228	Imidazolonepropionase
DLCOOICO_03215	CDS	414				hypothetical protein
DLCOOICO_03216	CDS	282	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
DLCOOICO_03217	CDS	243				hypothetical protein
DLCOOICO_03218	CDS	132				hypothetical protein
DLCOOICO_03219	CDS	183				hypothetical protein
DLCOOICO_03220	CDS	273				hypothetical protein
DLCOOICO_03221	CDS	237	acpP_2			Acyl carrier protein
DLCOOICO_03222	CDS	330				hypothetical protein
DLCOOICO_03223	CDS	279	ybhL		COG0670	Inner membrane protein YbhL
DLCOOICO_03224	CDS	174	ybhN		COG0392	Inner membrane protein YbhN
DLCOOICO_03225	CDS	426	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
DLCOOICO_03226	CDS	417				hypothetical protein
DLCOOICO_03227	CDS	417	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
DLCOOICO_03228	CDS	270				hypothetical protein
DLCOOICO_03229	CDS	354				hypothetical protein
DLCOOICO_03230	CDS	306	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
DLCOOICO_03231	CDS	255				hypothetical protein
DLCOOICO_03232	CDS	177				hypothetical protein
DLCOOICO_03233	CDS	261				hypothetical protein
DLCOOICO_03234	CDS	468				hypothetical protein
DLCOOICO_03235	CDS	300				hypothetical protein
DLCOOICO_03236	CDS	201				hypothetical protein
DLCOOICO_03237	CDS	441	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
DLCOOICO_03238	CDS	387	oppA		COG4166	Periplasmic oligopeptide-binding protein
DLCOOICO_03239	CDS	258	mdtA			Multidrug resistance protein MdtA
DLCOOICO_03240	CDS	228	dmsC		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
DLCOOICO_03241	CDS	318	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
DLCOOICO_03242	CDS	390				hypothetical protein
DLCOOICO_03243	CDS	363	yeaR		COG3615	putative protein YeaR
DLCOOICO_03244	CDS	432				hypothetical protein
DLCOOICO_03245	CDS	291	cysB			HTH-type transcriptional regulator CysB
DLCOOICO_03246	CDS	192				hypothetical protein
DLCOOICO_03247	CDS	147	htpG		COG0326	Chaperone protein HtpG
DLCOOICO_03248	CDS	276				hypothetical protein
DLCOOICO_03249	CDS	270				hypothetical protein
DLCOOICO_03250	CDS	420	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
DLCOOICO_03251	CDS	414				hypothetical protein
DLCOOICO_03252	CDS	342				hypothetical protein
DLCOOICO_03253	CDS	363				hypothetical protein
DLCOOICO_03254	CDS	213				hypothetical protein
DLCOOICO_03255	CDS	252				hypothetical protein
DLCOOICO_03256	CDS	522	tnaA	4.1.99.1		Tryptophanase
DLCOOICO_03257	CDS	276				hypothetical protein
DLCOOICO_03258	CDS	285				hypothetical protein
DLCOOICO_03259	CDS	393				hypothetical protein
DLCOOICO_03260	CDS	468	aroC	4.2.3.5	COG0082	Chorismate synthase
DLCOOICO_03261	CDS	387	fliK		COG3144	Flagellar hook-length control protein
DLCOOICO_03262	CDS	183	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
DLCOOICO_03263	CDS	237				hypothetical protein
DLCOOICO_03264	CDS	336				hypothetical protein
DLCOOICO_03265	CDS	231				hypothetical protein
DLCOOICO_03266	CDS	174	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
DLCOOICO_03267	CDS	216			COG1840	putative protein
DLCOOICO_03268	CDS	201				hypothetical protein
DLCOOICO_03269	CDS	339	ccmC		COG0755	Heme exporter protein C
DLCOOICO_03270	CDS	243	rarA		COG2256	Replication-associated recombination protein A
DLCOOICO_03271	CDS	411	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
DLCOOICO_03272	CDS	249				hypothetical protein
DLCOOICO_03273	CDS	189				hypothetical protein
DLCOOICO_03274	CDS	270	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
DLCOOICO_03275	CDS	318	ybhK		COG0391	Putative gluconeogenesis factor
DLCOOICO_03276	CDS	264	uxaA	4.2.1.7	COG2721	Altronate dehydratase
DLCOOICO_03277	CDS	204				hypothetical protein
DLCOOICO_03278	CDS	330				hypothetical protein
DLCOOICO_03279	CDS	225	ybjN			putative protein YbjN
DLCOOICO_03280	CDS	306				hypothetical protein
DLCOOICO_03281	CDS	297				hypothetical protein
DLCOOICO_03282	CDS	240				hypothetical protein
DLCOOICO_03283	CDS	225	pspB			Phage shock protein B
DLCOOICO_03284	CDS	177	pspA		COG1842	Phage shock protein A
DLCOOICO_03285	CDS	339				hypothetical protein
DLCOOICO_03286	CDS	183				hypothetical protein
DLCOOICO_03287	CDS	315				hypothetical protein
DLCOOICO_03288	CDS	216	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
DLCOOICO_03289	CDS	150				Type IV secretion system protein virB10
DLCOOICO_03290	CDS	390				hypothetical protein
DLCOOICO_03291	CDS	192	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
DLCOOICO_03292	CDS	126	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
DLCOOICO_03293	CDS	387				hypothetical protein
DLCOOICO_03294	CDS	117				hypothetical protein
DLCOOICO_03295	CDS	318	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
DLCOOICO_03296	CDS	267				hypothetical protein
DLCOOICO_03297	CDS	207	qmcA		COG0330	Protein QmcA
DLCOOICO_03298	CDS	402	yhbU	3.4.-.-	COG0826	putative protease YhbU
DLCOOICO_03299	CDS	249	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
DLCOOICO_03300	CDS	252	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
DLCOOICO_03301	tRNA	71				tRNA-Arg(cct)
DLCOOICO_03302	CDS	255				hypothetical protein
DLCOOICO_03303	CDS	333	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
DLCOOICO_03304	CDS	396	cysM	2.5.1.47	COG0031	Cysteine synthase B
DLCOOICO_03305	CDS	249				hypothetical protein
DLCOOICO_03306	CDS	339				hypothetical protein
DLCOOICO_03307	CDS	93				hypothetical protein
DLCOOICO_03308	CDS	198				hypothetical protein
DLCOOICO_03309	CDS	183				hypothetical protein
DLCOOICO_03310	CDS	384	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
DLCOOICO_03311	CDS	207	ftsB		COG2919	Cell division protein FtsB
DLCOOICO_03312	CDS	255	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
DLCOOICO_03313	CDS	408	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
DLCOOICO_03314	CDS	198				hypothetical protein
DLCOOICO_03315	CDS	162	yghB		COG0586	Inner membrane protein YghB
DLCOOICO_03316	CDS	246	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
DLCOOICO_03317	CDS	282				hypothetical protein
DLCOOICO_03318	CDS	219				hypothetical protein
DLCOOICO_03319	CDS	471	artJ		COG0834	ABC transporter arginine-binding protein 1
DLCOOICO_03320	CDS	279	rpsS		COG0185	30S ribosomal protein S19
DLCOOICO_03321	CDS	237				hypothetical protein
DLCOOICO_03322	CDS	270	mscK		COG3264	Mechanosensitive channel MscK
DLCOOICO_03323	CDS	165				hypothetical protein
DLCOOICO_03324	CDS	417	deoR		COG1349	Deoxyribose operon repressor
DLCOOICO_03325	CDS	432	pheP		COG1113	Phenylalanine-specific permease
DLCOOICO_03326	CDS	438	iprA_2			Inhibitor of hydrogen peroxide resistance
DLCOOICO_03327	CDS	231				hypothetical protein
DLCOOICO_03328	CDS	279	yejM		COG3083	Inner membrane protein YejM
DLCOOICO_03329	CDS	162				hypothetical protein
DLCOOICO_03330	CDS	126	fliY		COG0834	L-cystine-binding protein FliY
DLCOOICO_03331	CDS	219				hypothetical protein
DLCOOICO_03332	CDS	267	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
DLCOOICO_03333	CDS	309	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
DLCOOICO_03334	CDS	144	mgrB			PhoP/PhoQ regulator MgrB
DLCOOICO_03335	CDS	381				hypothetical protein
DLCOOICO_03336	CDS	129	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DLCOOICO_03337	CDS	363	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
DLCOOICO_03338	CDS	333				hypothetical protein
DLCOOICO_03339	CDS	414				hypothetical protein
DLCOOICO_03340	CDS	351				hypothetical protein
DLCOOICO_03341	CDS	255				hypothetical protein
DLCOOICO_03342	CDS	393	hemY		COG3071	Protein HemY
DLCOOICO_03343	CDS	435	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
DLCOOICO_03344	CDS	195				hypothetical protein
DLCOOICO_03345	CDS	207	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
DLCOOICO_03346	CDS	288				hypothetical protein
DLCOOICO_03347	CDS	189	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
DLCOOICO_03348	CDS	222				hypothetical protein
DLCOOICO_03349	CDS	225				hypothetical protein
DLCOOICO_03350	CDS	384				hypothetical protein
DLCOOICO_03351	CDS	237	lpoA		COG3107	Penicillin-binding protein activator LpoA
DLCOOICO_03352	CDS	174	gudD	4.2.1.40	COG4948	Glucarate dehydratase
DLCOOICO_03353	CDS	234				hypothetical protein
DLCOOICO_03354	CDS	303				hypothetical protein
DLCOOICO_03355	CDS	180				hypothetical protein
DLCOOICO_03356	CDS	486	alsT		COG1115	Amino-acid carrier protein AlsT
DLCOOICO_03357	CDS	405				hypothetical protein
DLCOOICO_03358	CDS	210	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
DLCOOICO_03359	CDS	429	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
DLCOOICO_03360	CDS	183	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
DLCOOICO_03361	CDS	312				hypothetical protein
DLCOOICO_03362	CDS	330	mutS		COG0249	DNA mismatch repair protein MutS
DLCOOICO_03363	CDS	417				hypothetical protein
DLCOOICO_03364	CDS	294		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
DLCOOICO_03365	CDS	228				hypothetical protein
DLCOOICO_03366	CDS	234				hypothetical protein
DLCOOICO_03367	CDS	381	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
DLCOOICO_03368	CDS	189				hypothetical protein
DLCOOICO_03369	CDS	282				hypothetical protein
DLCOOICO_03370	CDS	246	yjjI			putative protein YjjI
DLCOOICO_03371	CDS	162	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
DLCOOICO_03372	CDS	147				hypothetical protein
DLCOOICO_03373	CDS	186				hypothetical protein
DLCOOICO_03374	CDS	351	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
DLCOOICO_03375	CDS	390	ttgC			Toluene efflux pump outer membrane protein TtgC
DLCOOICO_03376	CDS	234				hypothetical protein
DLCOOICO_03377	CDS	276				hypothetical protein
DLCOOICO_03378	CDS	174				hypothetical protein
DLCOOICO_03379	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
DLCOOICO_03380	CDS	171	alsK	2.7.1.55	COG1940	D-allose kinase
DLCOOICO_03381	CDS	246				hypothetical protein
DLCOOICO_03382	CDS	108				hypothetical protein
DLCOOICO_03383	CDS	213				hypothetical protein
DLCOOICO_03384	CDS	333				hypothetical protein
DLCOOICO_03385	CDS	339				hypothetical protein
DLCOOICO_03386	CDS	174				hypothetical protein
DLCOOICO_03387	CDS	312				hypothetical protein
DLCOOICO_03388	CDS	249				hypothetical protein
DLCOOICO_03389	CDS	249				hypothetical protein
DLCOOICO_03390	CDS	366				hypothetical protein
DLCOOICO_03391	CDS	117	purR_2		COG1609	HTH-type transcriptional repressor PurR
DLCOOICO_03392	CDS	195				hypothetical protein
DLCOOICO_03393	CDS	318	nudL	3.6.1.-		putative Nudix hydrolase NudL
DLCOOICO_03394	CDS	489				hypothetical protein
DLCOOICO_03395	CDS	141	ffh		COG0541	Signal recognition particle protein
DLCOOICO_03396	CDS	441	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
DLCOOICO_03397	CDS	360				hypothetical protein
DLCOOICO_03398	CDS	369	ypjF_2			Toxin YpjF
DLCOOICO_03399	CDS	399				hypothetical protein
DLCOOICO_03400	CDS	492				hypothetical protein
DLCOOICO_03401	CDS	279				hypothetical protein
DLCOOICO_03402	CDS	297				hypothetical protein
DLCOOICO_03403	CDS	366	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
DLCOOICO_03404	CDS	129				hypothetical protein
DLCOOICO_03405	CDS	351				hypothetical protein
DLCOOICO_03406	CDS	456	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
DLCOOICO_03407	CDS	189				hypothetical protein
DLCOOICO_03408	CDS	378	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
DLCOOICO_03409	CDS	156				hypothetical protein
DLCOOICO_03410	CDS	351	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
DLCOOICO_03411	CDS	369				hypothetical protein
DLCOOICO_03412	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
DLCOOICO_03413	CDS	228	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
DLCOOICO_03414	CDS	441	pepA_2	3.4.11.1	COG0260	Cytosol aminopeptidase
DLCOOICO_03415	CDS	183				hypothetical protein
DLCOOICO_03416	CDS	288	mscL		COG1970	Large-conductance mechanosensitive channel
DLCOOICO_03417	CDS	339				hypothetical protein
DLCOOICO_03418	CDS	444				hypothetical protein
DLCOOICO_03419	CDS	177				hypothetical protein
DLCOOICO_03420	CDS	228				hypothetical protein
DLCOOICO_03421	CDS	153				hypothetical protein
DLCOOICO_03422	CDS	147				hypothetical protein
DLCOOICO_03423	CDS	396	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
DLCOOICO_03424	CDS	324				hypothetical protein
DLCOOICO_03425	CDS	444	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
DLCOOICO_03426	CDS	123	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
DLCOOICO_03427	CDS	204	entE	6.3.2.14	COG1021	Enterobactin synthase component E
DLCOOICO_03428	CDS	273				hypothetical protein
DLCOOICO_03429	CDS	144				hypothetical protein
DLCOOICO_03430	CDS	291				hypothetical protein
DLCOOICO_03431	CDS	129				hypothetical protein
DLCOOICO_03432	CDS	354	ybaA		COG5507	putative protein YbaA
DLCOOICO_03433	CDS	297	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
DLCOOICO_03434	CDS	255				hypothetical protein
DLCOOICO_03435	CDS	318				hypothetical protein
DLCOOICO_03436	CDS	279				hypothetical protein
DLCOOICO_03437	CDS	186				hypothetical protein
DLCOOICO_03438	CDS	384				hypothetical protein
DLCOOICO_03439	CDS	234				hypothetical protein
DLCOOICO_03440	CDS	183				hypothetical protein
DLCOOICO_03441	CDS	318				hypothetical protein
DLCOOICO_03442	CDS	234	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
DLCOOICO_03443	CDS	171				hypothetical protein
DLCOOICO_03444	CDS	279	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
DLCOOICO_03445	CDS	306				hypothetical protein
DLCOOICO_03446	CDS	387	cybC		COG3783	Soluble cytochrome b562
DLCOOICO_03447	CDS	408				hypothetical protein
DLCOOICO_03448	CDS	336				hypothetical protein
DLCOOICO_03449	CDS	336	tcyP		COG1823	L-cystine uptake protein TcyP
DLCOOICO_03450	CDS	426	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
DLCOOICO_03451	CDS	108				hypothetical protein
DLCOOICO_03452	CDS	192				hypothetical protein
DLCOOICO_03453	CDS	228	dsbB		COG1495	Disulfide bond formation protein B
DLCOOICO_03454	CDS	330				hypothetical protein
DLCOOICO_03455	CDS	402				hypothetical protein
DLCOOICO_03456	CDS	117				hypothetical protein
DLCOOICO_03457	CDS	135	mraZ		COG2001	Transcriptional regulator MraZ
DLCOOICO_03458	CDS	354	arcA_2		COG0745	Aerobic respiration control protein ArcA
DLCOOICO_03459	CDS	240	astC	2.6.1.81	COG4992	Succinylornithine transaminase
DLCOOICO_03460	CDS	381				hypothetical protein
DLCOOICO_03461	CDS	240	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
DLCOOICO_03462	CDS	423	intA_4		COG0582	Prophage integrase IntA
DLCOOICO_03463	CDS	243				hypothetical protein
DLCOOICO_03464	CDS	228				hypothetical protein
DLCOOICO_03465	CDS	219				hypothetical protein
DLCOOICO_03466	CDS	261				hypothetical protein
DLCOOICO_03467	CDS	108				hypothetical protein
DLCOOICO_03468	CDS	156				hypothetical protein
DLCOOICO_03469	CDS	261				hypothetical protein
DLCOOICO_03470	CDS	393	mgtE		COG2239	Magnesium transporter MgtE
DLCOOICO_03471	CDS	426				hypothetical protein
DLCOOICO_03472	CDS	324	glnP		COG0765	Glutamine transport system permease protein GlnP
DLCOOICO_03473	CDS	363				hypothetical protein
DLCOOICO_03474	CDS	300				hypothetical protein
DLCOOICO_03475	CDS	153				hypothetical protein
DLCOOICO_03476	CDS	276				hypothetical protein
DLCOOICO_03477	CDS	294	galM	5.1.3.3	COG2017	Aldose 1-epimerase
DLCOOICO_03478	CDS	282	clsA_1	2.7.8.-	COG1502	Cardiolipin synthase A
DLCOOICO_03479	CDS	216				hypothetical protein
DLCOOICO_03480	CDS	447	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
DLCOOICO_03481	CDS	111				hypothetical protein
DLCOOICO_03482	CDS	366	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
DLCOOICO_03483	CDS	183				hypothetical protein
DLCOOICO_03484	CDS	228				hypothetical protein
DLCOOICO_03485	CDS	195				hypothetical protein
DLCOOICO_03486	CDS	402				hypothetical protein
DLCOOICO_03487	CDS	333	yebE		COG2979	Inner membrane protein YebE
DLCOOICO_03488	CDS	99	hycE		COG3261	Formate hydrogenlyase subunit 5
DLCOOICO_03489	CDS	426				hypothetical protein
DLCOOICO_03490	CDS	240				hypothetical protein
DLCOOICO_03491	CDS	438	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DLCOOICO_03492	CDS	249	yhbE		COG0697	putative inner membrane transporter YhbE
DLCOOICO_03493	CDS	330				hypothetical protein
DLCOOICO_03494	CDS	216				hypothetical protein
DLCOOICO_03495	CDS	177	tauA		COG4521	Taurine-binding periplasmic protein
DLCOOICO_03496	CDS	141				hypothetical protein
DLCOOICO_03497	CDS	258	flu_2		COG3468	Antigen 43
DLCOOICO_03498	CDS	231	tus			DNA replication terminus site-binding protein
DLCOOICO_03499	CDS	189	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
DLCOOICO_03500	CDS	159	sbcD		COG0420	Nuclease SbcCD subunit D
DLCOOICO_03501	CDS	237				hypothetical protein
DLCOOICO_03502	CDS	201				hypothetical protein
DLCOOICO_03503	CDS	249	pduB		COG4816	Propanediol utilization protein PduB
DLCOOICO_03504	CDS	120				hypothetical protein
DLCOOICO_03505	CDS	363				hypothetical protein
DLCOOICO_03506	CDS	279				hypothetical protein
DLCOOICO_03507	CDS	315				hypothetical protein
DLCOOICO_03508	CDS	258	lepA	3.6.5.-	COG0481	Elongation factor 4
DLCOOICO_03509	CDS	354	trpGD		COG0512	Bifunctional protein TrpGD
DLCOOICO_03510	CDS	114	ompC			Outer membrane porin C
DLCOOICO_03511	CDS	336	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
DLCOOICO_03512	CDS	426	hda		COG0593	DnaA regulatory inactivator Hda
DLCOOICO_03513	CDS	348				hypothetical protein
DLCOOICO_03514	CDS	270	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
DLCOOICO_03515	CDS	285				hypothetical protein
DLCOOICO_03516	CDS	243	fbcH		COG1290	Cytochrome b/c1
DLCOOICO_03517	CDS	282				hypothetical protein
DLCOOICO_03518	CDS	195				hypothetical protein
DLCOOICO_03519	CDS	225				hypothetical protein
DLCOOICO_03520	CDS	138				hypothetical protein
DLCOOICO_03521	CDS	336	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
DLCOOICO_03522	CDS	228	lapB		COG2956	Lipopolysaccharide assembly protein B
DLCOOICO_03523	CDS	402	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
DLCOOICO_03524	CDS	162				hypothetical protein
DLCOOICO_03525	CDS	192	cobD	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
DLCOOICO_03526	CDS	303				hypothetical protein
DLCOOICO_03527	CDS	144	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
DLCOOICO_03528	CDS	144	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
DLCOOICO_03529	CDS	315				hypothetical protein
DLCOOICO_03530	CDS	429	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
DLCOOICO_03531	CDS	294	bcrD	1.3.7.8		Benzoyl-CoA reductase subunit D
DLCOOICO_03532	CDS	447	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
DLCOOICO_03533	CDS	357				hypothetical protein
DLCOOICO_03534	CDS	267				hypothetical protein
DLCOOICO_03535	CDS	369				hypothetical protein
DLCOOICO_03536	CDS	279				hypothetical protein
DLCOOICO_03537	CDS	135	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
DLCOOICO_03538	CDS	153				hypothetical protein
DLCOOICO_03539	CDS	192				hypothetical protein
DLCOOICO_03540	CDS	147				hypothetical protein
DLCOOICO_03541	CDS	222				hypothetical protein
DLCOOICO_03542	CDS	174	recX		COG2137	Regulatory protein RecX
DLCOOICO_03543	CDS	285	ihfB		COG0776	Integration host factor subunit beta
DLCOOICO_03544	CDS	321				hypothetical protein
DLCOOICO_03545	CDS	144	yjiK		COG3204	putative protein YjiK
DLCOOICO_03546	CDS	396	gabP		COG1113	GABA permease
DLCOOICO_03547	CDS	291	dlsT		COG0814	putative serine transporter
DLCOOICO_03548	CDS	390	ccmB		COG2386	Heme exporter protein B
DLCOOICO_03549	CDS	210				hypothetical protein
