locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHACDFAM_03041	CDS	264	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
EHACDFAM_03042	CDS	144	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
EHACDFAM_03043	CDS	477	ybjN			putative protein YbjN
EHACDFAM_03044	CDS	345				hypothetical protein
EHACDFAM_03045	CDS	453				hypothetical protein
EHACDFAM_03046	CDS	159				hypothetical protein
EHACDFAM_03047	CDS	147	hypD		COG0409	Hydrogenase maturation factor HypD
EHACDFAM_03048	CDS	309				hypothetical protein
EHACDFAM_03049	CDS	105	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
EHACDFAM_03050	CDS	357				hypothetical protein
EHACDFAM_03051	CDS	276	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
EHACDFAM_03052	CDS	387				hypothetical protein
EHACDFAM_03053	CDS	252				hypothetical protein
EHACDFAM_03054	CDS	297				hypothetical protein
EHACDFAM_03055	CDS	138				hypothetical protein
EHACDFAM_03056	CDS	153	arcA_1		COG0745	Aerobic respiration control protein ArcA
EHACDFAM_03057	CDS	186				hypothetical protein
EHACDFAM_03058	CDS	261	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
EHACDFAM_03059	CDS	282	nagC		COG1940	N-acetylglucosamine repressor
EHACDFAM_03060	CDS	243				hypothetical protein
EHACDFAM_03061	CDS	195	cvpA		COG1286	Colicin V production protein
EHACDFAM_03062	CDS	225				hypothetical protein
EHACDFAM_03063	CDS	135				hypothetical protein
EHACDFAM_03064	CDS	165	eutL		COG4816	Ethanolamine utilization protein EutL
EHACDFAM_03065	CDS	282				hypothetical protein
EHACDFAM_03066	CDS	120				hypothetical protein
EHACDFAM_03067	CDS	438	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
EHACDFAM_03068	CDS	414				hypothetical protein
EHACDFAM_03069	CDS	540	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
EHACDFAM_03070	CDS	285				hypothetical protein
EHACDFAM_03071	CDS	126				hypothetical protein
EHACDFAM_03072	CDS	345				hypothetical protein
EHACDFAM_03073	CDS	207				hypothetical protein
EHACDFAM_03074	CDS	543	napG		COG1145	Ferredoxin-type protein NapG
EHACDFAM_03075	CDS	174				hypothetical protein
EHACDFAM_03076	CDS	339				hypothetical protein
EHACDFAM_03077	CDS	429				hypothetical protein
EHACDFAM_03078	CDS	210	cmk	2.7.4.25	COG0283	Cytidylate kinase
EHACDFAM_03079	CDS	150				hypothetical protein
EHACDFAM_03080	CDS	363				hypothetical protein
EHACDFAM_03081	CDS	390				hypothetical protein
EHACDFAM_03082	CDS	465				hypothetical protein
EHACDFAM_03083	CDS	255				hypothetical protein
EHACDFAM_03084	CDS	180				hypothetical protein
EHACDFAM_03085	CDS	243	sufE		COG2166	Cysteine desulfuration protein SufE
EHACDFAM_03086	CDS	555				hypothetical protein
EHACDFAM_03087	CDS	195				hypothetical protein
EHACDFAM_03088	CDS	192	proP			Proline/betaine transporter
EHACDFAM_03089	CDS	228				hypothetical protein
EHACDFAM_03090	CDS	90				hypothetical protein
EHACDFAM_03091	CDS	138				hypothetical protein
EHACDFAM_03092	CDS	258				hypothetical protein
EHACDFAM_03093	CDS	195				hypothetical protein
EHACDFAM_03094	CDS	141				hypothetical protein
EHACDFAM_03095	CDS	399				hypothetical protein
EHACDFAM_03096	CDS	393				hypothetical protein
EHACDFAM_03097	CDS	483	iprA_2			Inhibitor of hydrogen peroxide resistance
EHACDFAM_03098	CDS	480	rnc	3.1.26.3	COG0571	Ribonuclease 3
EHACDFAM_03099	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
EHACDFAM_03100	CDS	147	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
EHACDFAM_03101	CDS	384	marA			Multiple antibiotic resistance protein MarA
EHACDFAM_03102	CDS	171				hypothetical protein
EHACDFAM_03103	CDS	141	eutQ		COG4766	Ethanolamine utilization protein EutQ
EHACDFAM_03104	CDS	306	dauA		COG0659	C4-dicarboxylic acid transporter DauA
EHACDFAM_03105	CDS	492				hypothetical protein
EHACDFAM_03106	CDS	366				hypothetical protein
EHACDFAM_03107	CDS	192				hypothetical protein
EHACDFAM_03108	CDS	117				hypothetical protein
EHACDFAM_03109	CDS	120				hypothetical protein
EHACDFAM_03110	CDS	150				hypothetical protein
EHACDFAM_03111	CDS	237	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
EHACDFAM_03112	CDS	159	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
EHACDFAM_03113	CDS	132				hypothetical protein
EHACDFAM_03114	CDS	273				hypothetical protein
EHACDFAM_03115	CDS	186				hypothetical protein
EHACDFAM_03116	CDS	219				hypothetical protein
EHACDFAM_03117	CDS	213				hypothetical protein
EHACDFAM_03118	CDS	189				hypothetical protein
EHACDFAM_03119	CDS	336				hypothetical protein
EHACDFAM_03120	CDS	417				hypothetical protein
EHACDFAM_03121	CDS	366	ftsL		COG3116	Cell division protein FtsL
EHACDFAM_03122	CDS	141	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
EHACDFAM_03123	CDS	105	lptD		COG1452	LPS-assembly protein LptD
EHACDFAM_03124	CDS	138				hypothetical protein
EHACDFAM_03125	CDS	447				hypothetical protein
EHACDFAM_03126	CDS	285				hypothetical protein
EHACDFAM_03127	CDS	207				hypothetical protein
EHACDFAM_03128	CDS	192				hypothetical protein
EHACDFAM_03129	CDS	165	fliG_2		COG1536	Flagellar motor switch protein FliG
EHACDFAM_03130	CDS	423				hypothetical protein
EHACDFAM_03131	CDS	297	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
EHACDFAM_03132	CDS	477				hypothetical protein
EHACDFAM_03133	CDS	288				hypothetical protein
EHACDFAM_03134	CDS	501				hypothetical protein
EHACDFAM_03135	CDS	105				hypothetical protein
EHACDFAM_03136	CDS	519				hypothetical protein
EHACDFAM_03137	CDS	219	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
EHACDFAM_03138	CDS	177	yncE_2		COG3391	putative protein YncE
EHACDFAM_03139	CDS	183				hypothetical protein
EHACDFAM_03140	CDS	273	mgtE		COG2239	Magnesium transporter MgtE
EHACDFAM_03141	CDS	258				hypothetical protein
EHACDFAM_03142	CDS	402	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
EHACDFAM_03143	CDS	465				hypothetical protein
EHACDFAM_03144	CDS	387				hypothetical protein
EHACDFAM_03145	CDS	225	flk			Flagellar regulator flk
EHACDFAM_03146	CDS	378	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
EHACDFAM_03147	CDS	444	mtr_2		COG0814	Tryptophan-specific transport protein
EHACDFAM_03148	CDS	444	serB_1	3.1.3.3	COG0560	Phosphoserine phosphatase
EHACDFAM_03149	CDS	144				hypothetical protein
EHACDFAM_03150	CDS	156				hypothetical protein
EHACDFAM_03151	CDS	207				hypothetical protein
EHACDFAM_03152	CDS	288				hypothetical protein
EHACDFAM_03153	CDS	156				hypothetical protein
EHACDFAM_03154	CDS	300				hypothetical protein
EHACDFAM_03155	CDS	252	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EHACDFAM_03156	CDS	231				hypothetical protein
EHACDFAM_03157	CDS	183				hypothetical protein
EHACDFAM_03158	CDS	240	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EHACDFAM_03159	CDS	255				hypothetical protein
EHACDFAM_03160	CDS	228	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
EHACDFAM_03161	CDS	129	yhfX		COG3457	putative protein YhfX
EHACDFAM_03162	CDS	435				hypothetical protein
EHACDFAM_03163	CDS	414				hypothetical protein
EHACDFAM_03164	CDS	309				hypothetical protein
EHACDFAM_03165	CDS	168	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
EHACDFAM_03166	CDS	312	atl		COG3695	DNA base-flipping protein
EHACDFAM_03167	CDS	99	proQ		COG3109	RNA chaperone ProQ
EHACDFAM_03168	CDS	333				hypothetical protein
EHACDFAM_03169	CDS	462	patA	2.6.1.82	COG4992	Putrescine aminotransferase
EHACDFAM_03170	CDS	156				hypothetical protein
EHACDFAM_03171	CDS	294				hypothetical protein
EHACDFAM_03172	CDS	144				hypothetical protein
EHACDFAM_03173	CDS	237				hypothetical protein
EHACDFAM_03174	CDS	255				hypothetical protein
EHACDFAM_03175	CDS	420	ftsP		COG2132	Cell division protein FtsP
EHACDFAM_03176	CDS	450				hypothetical protein
EHACDFAM_03177	CDS	312				hypothetical protein
EHACDFAM_03178	CDS	351				hypothetical protein
EHACDFAM_03179	CDS	369	arsB		COG1055	Arsenical pump membrane protein
EHACDFAM_03180	CDS	114	yceO			putative protein YceO
EHACDFAM_03181	CDS	324	uvrY		COG2197	Response regulator UvrY
EHACDFAM_03182	CDS	444				hypothetical protein
EHACDFAM_03183	CDS	285				hypothetical protein
EHACDFAM_03184	CDS	249	nadK	2.7.1.23	COG0061	NAD kinase
EHACDFAM_03185	CDS	285				hypothetical protein
EHACDFAM_03186	CDS	366				hypothetical protein
EHACDFAM_03187	CDS	180				hypothetical protein
EHACDFAM_03188	CDS	159				hypothetical protein
EHACDFAM_03189	CDS	117				hypothetical protein
EHACDFAM_03190	CDS	258				hypothetical protein
EHACDFAM_03191	CDS	246	amn	3.2.2.4	COG0775	AMP nucleosidase
EHACDFAM_03192	CDS	444	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
EHACDFAM_03193	CDS	420	ureG			Urease accessory protein UreG
EHACDFAM_03194	CDS	330				hypothetical protein
EHACDFAM_03195	CDS	264	osmX		COG1732	Osmoprotectant-binding protein OsmX
EHACDFAM_03196	CDS	198				hypothetical protein
EHACDFAM_03197	CDS	210				hypothetical protein
EHACDFAM_03198	CDS	303				hypothetical protein
EHACDFAM_03199	CDS	135	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
EHACDFAM_03200	CDS	219	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
EHACDFAM_03201	CDS	318	rcnA		COG2215	Nickel/cobalt efflux system RcnA
EHACDFAM_03202	CDS	411				hypothetical protein
EHACDFAM_03203	CDS	168	glmS_2	5.4.99.1		Glutamate mutase sigma subunit
EHACDFAM_03204	CDS	423	yadL			putative fimbrial-like protein YadL
EHACDFAM_03205	CDS	282	hisM		COG4160	Histidine transport system permease protein HisM
EHACDFAM_03206	CDS	177				hypothetical protein
EHACDFAM_03207	CDS	93				hypothetical protein
EHACDFAM_03208	CDS	234	gfcB			putative lipoprotein GfcB
EHACDFAM_03209	CDS	423	serB_2	3.1.3.3	COG0560	Phosphoserine phosphatase
EHACDFAM_03210	CDS	261	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
EHACDFAM_03211	CDS	138				hypothetical protein
EHACDFAM_03212	CDS	447				hypothetical protein
EHACDFAM_03213	CDS	297	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
EHACDFAM_03214	CDS	207				hypothetical protein
EHACDFAM_03215	CDS	282				hypothetical protein
EHACDFAM_03216	CDS	273				hypothetical protein
EHACDFAM_03217	CDS	327	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
EHACDFAM_03218	CDS	384				hypothetical protein
EHACDFAM_03219	CDS	372				hypothetical protein
EHACDFAM_03220	CDS	366	yejG			putative protein YejG
EHACDFAM_03221	CDS	426	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
EHACDFAM_03222	CDS	228	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
EHACDFAM_03223	CDS	288				hypothetical protein
EHACDFAM_03224	CDS	255				hypothetical protein
EHACDFAM_03225	CDS	264	grxA		COG0695	Glutaredoxin 1
EHACDFAM_03226	CDS	156				hypothetical protein
EHACDFAM_03227	CDS	363	cmpD	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
EHACDFAM_03228	CDS	378	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EHACDFAM_03229	CDS	273	psuK	2.7.1.83	COG0524	Pseudouridine kinase
EHACDFAM_03230	CDS	318				hypothetical protein
EHACDFAM_03231	CDS	276				hypothetical protein
EHACDFAM_03232	CDS	189	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
EHACDFAM_03233	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
EHACDFAM_03234	CDS	222	tmk	2.7.4.9	COG0125	Thymidylate kinase
EHACDFAM_03235	CDS	501				hypothetical protein
EHACDFAM_03236	CDS	381				hypothetical protein
EHACDFAM_03237	tRNA	75				tRNA-Arg(cct)
EHACDFAM_03238	CDS	303	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
EHACDFAM_03239	CDS	255	mntR		COG1321	Transcriptional regulator MntR
EHACDFAM_03240	CDS	291				hypothetical protein
EHACDFAM_03241	CDS	282				hypothetical protein
EHACDFAM_03242	CDS	384	feoB		COG0370	Fe(2+) transporter FeoB
EHACDFAM_03243	CDS	168				hypothetical protein
EHACDFAM_03244	CDS	465	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EHACDFAM_03245	CDS	186				hypothetical protein
EHACDFAM_03246	CDS	357				hypothetical protein
EHACDFAM_03247	CDS	354				hypothetical protein
EHACDFAM_03248	CDS	138				hypothetical protein
EHACDFAM_03249	CDS	387	yohK_1		COG1346	Inner membrane protein YohK
EHACDFAM_03250	CDS	399	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
EHACDFAM_03251	CDS	147	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
EHACDFAM_03252	CDS	447				hypothetical protein
EHACDFAM_03253	CDS	345				hypothetical protein
EHACDFAM_03254	CDS	480	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
EHACDFAM_03255	CDS	255				hypothetical protein
EHACDFAM_03256	CDS	297	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
EHACDFAM_03257	CDS	348	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
EHACDFAM_03258	CDS	399				hypothetical protein
EHACDFAM_03259	CDS	150	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EHACDFAM_03260	CDS	210				hypothetical protein
EHACDFAM_03261	CDS	279	aas		COG0204	Bifunctional protein Aas
EHACDFAM_03262	CDS	312				hypothetical protein
EHACDFAM_03263	CDS	267				hypothetical protein
EHACDFAM_03264	CDS	273	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
EHACDFAM_03265	CDS	339				hypothetical protein
EHACDFAM_03266	CDS	357	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
EHACDFAM_03267	CDS	207				hypothetical protein
EHACDFAM_03268	CDS	294				hypothetical protein
EHACDFAM_03269	CDS	255				hypothetical protein
EHACDFAM_03270	CDS	276				hypothetical protein
EHACDFAM_03271	CDS	345				hypothetical protein
EHACDFAM_03272	CDS	351				hypothetical protein
EHACDFAM_03273	CDS	201				hypothetical protein
EHACDFAM_03274	CDS	237	flhE			Flagellar protein FlhE
EHACDFAM_03275	CDS	288				hypothetical protein
EHACDFAM_03276	CDS	150				hypothetical protein
EHACDFAM_03277	CDS	261	iraP			Anti-adapter protein IraP
EHACDFAM_03278	CDS	495	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
EHACDFAM_03279	CDS	168				hypothetical protein
EHACDFAM_03280	CDS	174				hypothetical protein
EHACDFAM_03281	CDS	423	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
EHACDFAM_03282	CDS	312				hypothetical protein
EHACDFAM_03283	CDS	183	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EHACDFAM_03284	CDS	402	sfaS			S-fimbrial adhesin protein SfaS
EHACDFAM_03285	CDS	240	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EHACDFAM_03286	CDS	381				hypothetical protein
EHACDFAM_03287	CDS	414				hypothetical protein
EHACDFAM_03288	CDS	363	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
EHACDFAM_03289	CDS	246	gmm	3.6.1.-		GDP-mannose mannosyl hydrolase
EHACDFAM_03290	CDS	153	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
EHACDFAM_03291	CDS	198				hypothetical protein
EHACDFAM_03292	CDS	381				hypothetical protein
EHACDFAM_03293	CDS	189	napC		COG3005	Cytochrome c-type protein NapC
EHACDFAM_03294	CDS	216				hypothetical protein
EHACDFAM_03295	CDS	168				hypothetical protein
EHACDFAM_03296	CDS	282				hypothetical protein
EHACDFAM_03297	tRNA	72				tRNA-Ser(tga)
EHACDFAM_03298	CDS	357	srlR_2		COG1349	Glucitol operon repressor
EHACDFAM_03299	CDS	339	cptA	2.7.-.-	COG2194	Phosphoethanolamine transferase CptA
EHACDFAM_03300	CDS	207				hypothetical protein
EHACDFAM_03301	CDS	339	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
EHACDFAM_03302	CDS	216				hypothetical protein
EHACDFAM_03303	CDS	273				hypothetical protein
EHACDFAM_03304	CDS	291	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
EHACDFAM_03305	CDS	222	pspD			Phage shock protein D
EHACDFAM_03306	CDS	162				hypothetical protein
EHACDFAM_03307	CDS	153				hypothetical protein
EHACDFAM_03308	CDS	228				hypothetical protein
EHACDFAM_03309	CDS	354	ybaA		COG5507	putative protein YbaA
EHACDFAM_03310	CDS	471	atpF		COG0711	ATP synthase subunit b
EHACDFAM_03311	CDS	138	aceB	2.3.3.9	COG2225	Malate synthase A
EHACDFAM_03312	CDS	156				hypothetical protein
EHACDFAM_03313	CDS	276	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
EHACDFAM_03314	CDS	285	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
EHACDFAM_03315	CDS	366	dgaF_2	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
EHACDFAM_03316	CDS	222				hypothetical protein
EHACDFAM_03317	CDS	165				hypothetical protein
EHACDFAM_03318	CDS	120				hypothetical protein
EHACDFAM_03319	CDS	120				hypothetical protein
EHACDFAM_03320	CDS	393				hypothetical protein
EHACDFAM_03321	CDS	189				hypothetical protein
EHACDFAM_03322	CDS	168				hypothetical protein
EHACDFAM_03323	CDS	117	yccU		COG1832	putative protein YccU
EHACDFAM_03324	CDS	249	hspQ		COG3785	Heat shock protein HspQ
EHACDFAM_03325	CDS	129				hypothetical protein
EHACDFAM_03326	CDS	198				hypothetical protein
EHACDFAM_03327	CDS	351				hypothetical protein
EHACDFAM_03328	CDS	426	lon_2	3.4.21.53	COG0466	Lon protease
EHACDFAM_03329	CDS	114				hypothetical protein
EHACDFAM_03330	CDS	174				hypothetical protein
EHACDFAM_03331	CDS	168				hypothetical protein
EHACDFAM_03332	CDS	93				hypothetical protein
EHACDFAM_03333	CDS	204	artJ		COG0834	ABC transporter arginine-binding protein 1
EHACDFAM_03334	CDS	261				hypothetical protein
EHACDFAM_03335	CDS	423				hypothetical protein
EHACDFAM_03336	CDS	231				hypothetical protein
EHACDFAM_03337	CDS	129				hypothetical protein
EHACDFAM_03338	CDS	249				hypothetical protein
EHACDFAM_03339	CDS	375				hypothetical protein
EHACDFAM_03340	CDS	249				hypothetical protein
EHACDFAM_03341	CDS	147	ftsZ		COG0206	Cell division protein FtsZ
EHACDFAM_03342	CDS	297				hypothetical protein
EHACDFAM_03343	CDS	294	rpoS			RNA polymerase sigma factor RpoS
EHACDFAM_03344	CDS	114				hypothetical protein
EHACDFAM_03345	CDS	429	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
EHACDFAM_03346	CDS	195				hypothetical protein
EHACDFAM_03347	CDS	381	yehB_2		COG3188	Outer membrane usher protein YehB
EHACDFAM_03348	CDS	318	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
EHACDFAM_03349	CDS	387				hypothetical protein
EHACDFAM_03350	CDS	435	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
EHACDFAM_03351	CDS	255				hypothetical protein
EHACDFAM_03352	CDS	186	osmY_3		COG1174	Osmoprotectant import permease protein OsmY
EHACDFAM_03353	CDS	294				hypothetical protein
EHACDFAM_03354	CDS	291				hypothetical protein
EHACDFAM_03355	CDS	450	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
EHACDFAM_03356	CDS	435				hypothetical protein
EHACDFAM_03357	CDS	159	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EHACDFAM_03358	CDS	138				hypothetical protein
EHACDFAM_03359	CDS	405	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
EHACDFAM_03360	CDS	276				hypothetical protein
EHACDFAM_03361	CDS	213	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
EHACDFAM_03362	CDS	291	acrE			Multidrug export protein AcrE
EHACDFAM_03363	CDS	204	ydfZ			Putative selenoprotein YdfZ
EHACDFAM_03364	CDS	336	rssB		COG0784	Regulator of RpoS
EHACDFAM_03365	CDS	414	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
EHACDFAM_03366	CDS	312				hypothetical protein
EHACDFAM_03367	CDS	378				hypothetical protein
EHACDFAM_03368	CDS	174				hypothetical protein
EHACDFAM_03369	CDS	351	acrA_2			Multidrug efflux pump subunit AcrA
EHACDFAM_03370	CDS	402	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
EHACDFAM_03371	CDS	258				hypothetical protein
EHACDFAM_03372	CDS	294	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
EHACDFAM_03373	CDS	372	malI		COG1609	Maltose regulon regulatory protein MalI
EHACDFAM_03374	CDS	213				hypothetical protein
EHACDFAM_03375	CDS	135				hypothetical protein
EHACDFAM_03376	CDS	378				hypothetical protein
EHACDFAM_03377	CDS	156				hypothetical protein
EHACDFAM_03378	CDS	186	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
EHACDFAM_03379	CDS	324	ybhQ			Inner membrane protein YbhQ
EHACDFAM_03380	CDS	357				hypothetical protein
EHACDFAM_03381	CDS	333				hypothetical protein
EHACDFAM_03382	CDS	312	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
EHACDFAM_03383	CDS	279				hypothetical protein
EHACDFAM_03384	CDS	333				hypothetical protein
EHACDFAM_03385	CDS	342	manX_3	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EHACDFAM_03386	CDS	114				hypothetical protein
EHACDFAM_03387	CDS	255				hypothetical protein
EHACDFAM_03388	CDS	330	rbsC_3		COG1172	Ribose import permease protein RbsC
EHACDFAM_03389	CDS	312				hypothetical protein
EHACDFAM_03390	CDS	240				hypothetical protein
EHACDFAM_03391	CDS	126				hypothetical protein
EHACDFAM_03392	CDS	264				hypothetical protein
EHACDFAM_03393	CDS	240	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
EHACDFAM_03394	CDS	216				hypothetical protein
EHACDFAM_03395	CDS	363	dapA_2	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
EHACDFAM_03396	CDS	294				hypothetical protein
EHACDFAM_03397	CDS	363				hypothetical protein
EHACDFAM_03398	CDS	123				hypothetical protein
EHACDFAM_03399	CDS	144				hypothetical protein
EHACDFAM_03400	CDS	285				hypothetical protein
EHACDFAM_03401	CDS	102				hypothetical protein
EHACDFAM_03402	CDS	270	fdhF_3	1.17.1.9	COG0243	Formate dehydrogenase H
EHACDFAM_03403	CDS	174				hypothetical protein
EHACDFAM_03404	CDS	216				hypothetical protein
EHACDFAM_03405	CDS	408	fliI_2	7.1.2.2	COG1157	Flagellum-specific ATP synthase
EHACDFAM_03406	CDS	207	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
EHACDFAM_03407	CDS	390	arcC2	2.7.2.2		Carbamate kinase 2
EHACDFAM_03408	CDS	369				hypothetical protein
EHACDFAM_03409	CDS	276				hypothetical protein
EHACDFAM_03410	CDS	408	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
EHACDFAM_03411	CDS	321	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
EHACDFAM_03412	CDS	186				hypothetical protein
EHACDFAM_03413	CDS	366				hypothetical protein
EHACDFAM_03414	CDS	258	sohB	3.4.21.-	COG0616	putative protease SohB
EHACDFAM_03415	CDS	228				hypothetical protein
EHACDFAM_03416	CDS	270				hypothetical protein
EHACDFAM_03417	CDS	297				hypothetical protein
EHACDFAM_03418	CDS	411				hypothetical protein
EHACDFAM_03419	CDS	255				hypothetical protein
EHACDFAM_03420	CDS	183				hypothetical protein
EHACDFAM_03421	CDS	351	flhD			Flagellar transcriptional regulator FlhD
EHACDFAM_03422	CDS	165				hypothetical protein
EHACDFAM_03423	CDS	138				hypothetical protein
EHACDFAM_03424	CDS	210				hypothetical protein
EHACDFAM_03425	CDS	360	ytfQ			ABC transporter periplasmic-binding protein YtfQ
EHACDFAM_03426	CDS	270	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
EHACDFAM_03427	CDS	414				hypothetical protein
EHACDFAM_03428	CDS	132				hypothetical protein
EHACDFAM_03429	CDS	156				hypothetical protein
EHACDFAM_03430	CDS	192				hypothetical protein
EHACDFAM_03431	CDS	135				hypothetical protein
EHACDFAM_03432	CDS	132				hypothetical protein
EHACDFAM_03433	CDS	402				hypothetical protein
EHACDFAM_03434	CDS	186				hypothetical protein
EHACDFAM_03435	CDS	390	sfmH			putative fimbrial-like protein SfmH
EHACDFAM_03436	CDS	381	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
EHACDFAM_03437	CDS	372	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
EHACDFAM_03438	CDS	273				hypothetical protein
EHACDFAM_03439	CDS	231				hypothetical protein
EHACDFAM_03440	CDS	327				hypothetical protein
EHACDFAM_03441	CDS	327	nagL	5.2.1.4		Maleylpyruvate isomerase
EHACDFAM_03442	CDS	288	ansB	3.5.1.1	COG0252	L-asparaginase 2
EHACDFAM_03443	CDS	240	argH	4.3.2.1	COG0165	Argininosuccinate lyase
EHACDFAM_03444	CDS	258				hypothetical protein
EHACDFAM_03445	CDS	321				hypothetical protein
EHACDFAM_03446	CDS	129				hypothetical protein
EHACDFAM_03447	CDS	171	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
EHACDFAM_03448	CDS	228				hypothetical protein
EHACDFAM_03449	CDS	207				hypothetical protein
EHACDFAM_03450	CDS	375				hypothetical protein
EHACDFAM_03451	CDS	147				hypothetical protein
EHACDFAM_03452	CDS	378	ampE		COG3725	Protein AmpE
EHACDFAM_03453	CDS	303				hypothetical protein
EHACDFAM_03454	CDS	195				hypothetical protein
EHACDFAM_03455	CDS	186				hypothetical protein
EHACDFAM_03456	CDS	135				hypothetical protein
EHACDFAM_03457	CDS	204				hypothetical protein
EHACDFAM_03458	CDS	306				hypothetical protein
EHACDFAM_03459	CDS	111				hypothetical protein
